Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
TYXP120,Pressure Array Data Point 120,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP121,Pressure Array Data Point 121,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP122,Pressure Array Data Point 122,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP123,Pressure Array Data Point 123,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP124,Pressure Array Data Point 124,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP125,Pressure Array Data Point 125,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP126,Pressure Array Data Point 126,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP127,Pressure Array Data Point 127,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP128,Pressure Array Data Point 128,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP129,Pressure Array Data Point 129,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP130,Pressure Array Data Point 130,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP131,Pressure Array Data Point 131,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP132,Pressure Array Data Point 132,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP133,Pressure Array Data Point 133,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP134,Pressure Array Data Point 134,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP135,Pressure Array Data Point 135,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP136,Pressure Array Data Point 136,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP137,Pressure Array Data Point 137,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP138,Pressure Array Data Point 138,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP139,Pressure Array Data Point 139,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP140,Pressure Array Data Point 140,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP141,Pressure Array Data Point 141,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP142,Pressure Array Data Point 142,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP143,Pressure Array Data Point 143,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP144,Pressure Array Data Point 144,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP145,Pressure Array Data Point 145,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP146,Pressure Array Data Point 146,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP147,Pressure Array Data Point 147,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP148,Pressure Array Data Point 148,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP149,Pressure Array Data Point 149,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP150,Pressure Array Data Point 150,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP151,Pressure Array Data Point 151,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP152,Pressure Array Data Point 152,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP153,Pressure Array Data Point 153,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP154,Pressure Array Data Point 154,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP155,Pressure Array Data Point 155,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP156,Pressure Array Data Point 156,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP157,Pressure Array Data Point 157,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP158,Pressure Array Data Point 158,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP159,Pressure Array Data Point 159,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP160,Pressure Array Data Point 160,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP161,Pressure Array Data Point 161,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP162,Pressure Array Data Point 162,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP163,Pressure Array Data Point 163,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP164,Pressure Array Data Point 164,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP165,Pressure Array Data Point 165,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP166,Pressure Array Data Point 166,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP167,Pressure Array Data Point 167,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP168,Pressure Array Data Point 168,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP169,Pressure Array Data Point 169,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP170,Pressure Array Data Point 170,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP171,Pressure Array Data Point 171,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP172,Pressure Array Data Point 172,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP173,Pressure Array Data Point 173,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP174,Pressure Array Data Point 174,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP175,Pressure Array Data Point 175,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP176,Pressure Array Data Point 176,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP177,Pressure Array Data Point 177,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP178,Pressure Array Data Point 178,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP179,Pressure Array Data Point 179,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP180,Pressure Array Data Point 180,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP181,Pressure Array Data Point 181,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP182,Pressure Array Data Point 182,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP183,Pressure Array Data Point 183,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP184,Pressure Array Data Point 184,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP185,Pressure Array Data Point 185,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP186,Pressure Array Data Point 186,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP187,Pressure Array Data Point 187,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP188,Pressure Array Data Point 188,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP189,Pressure Array Data Point 189,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP190,Pressure Array Data Point 190,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP191,Pressure Array Data Point 191,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP192,Pressure Array Data Point 192,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP193,Pressure Array Data Point 193,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP194,Pressure Array Data Point 194,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP195,Pressure Array Data Point 195,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP196,Pressure Array Data Point 196,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP197,Pressure Array Data Point 197,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP198,Pressure Array Data Point 198,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP199,Pressure Array Data Point 199,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP200,Pressure Array Data Point 200,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP201,Pressure Array Data Point 201,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP202,Pressure Array Data Point 202,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP203,Pressure Array Data Point 203,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP204,Pressure Array Data Point 204,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP205,Pressure Array Data Point 205,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP206,Pressure Array Data Point 206,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP207,Pressure Array Data Point 207,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP208,Pressure Array Data Point 208,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP209,Pressure Array Data Point 209,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP210,Pressure Array Data Point 210,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP211,Pressure Array Data Point 211,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP212,Pressure Array Data Point 212,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP213,Pressure Array Data Point 213,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP214,Pressure Array Data Point 214,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP215,Pressure Array Data Point 215,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP216,Pressure Array Data Point 216,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP217,Pressure Array Data Point 217,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP218,Pressure Array Data Point 218,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP219,Pressure Array Data Point 219,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP220,Pressure Array Data Point 220,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP221,Pressure Array Data Point 221,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP222,Pressure Array Data Point 222,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP223,Pressure Array Data Point 223,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP224,Pressure Array Data Point 224,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP225,Pressure Array Data Point 225,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP226,Pressure Array Data Point 226,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP227,Pressure Array Data Point 227,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP228,Pressure Array Data Point 228,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP229,Pressure Array Data Point 229,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP230,Pressure Array Data Point 230,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP231,Pressure Array Data Point 231,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP232,Pressure Array Data Point 232,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP233,Pressure Array Data Point 233,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP234,Pressure Array Data Point 234,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP235,Pressure Array Data Point 235,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP236,Pressure Array Data Point 236,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP237,Pressure Array Data Point 237,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP238,Pressure Array Data Point 238,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP239,Pressure Array Data Point 239,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP240,Pressure Array Data Point 240,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP241,Pressure Array Data Point 241,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP242,Pressure Array Data Point 242,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP243,Pressure Array Data Point 243,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP244,Pressure Array Data Point 244,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP245,Pressure Array Data Point 245,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP246,Pressure Array Data Point 246,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP247,Pressure Array Data Point 247,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP248,Pressure Array Data Point 248,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP249,Pressure Array Data Point 249,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP250,Pressure Array Data Point 250,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP251,Pressure Array Data Point 251,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP252,Pressure Array Data Point 252,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP253,Pressure Array Data Point 253,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP254,Pressure Array Data Point 254,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP255,Pressure Array Data Point 255,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP256,Pressure Array Data Point 256,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXPEAR,The ear which was tested.,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
SEQN,Respondent sequence number.,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA001,Absorbance Array Data Point 001,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA002,Absorbance Array Data Point 002,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA003,Absorbance Array Data Point 003,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA004,Absorbance Array Data Point 004,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA005,Absorbance Array Data Point 005,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA006,Absorbance Array Data Point 006,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA007,Absorbance Array Data Point 007,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA008,Absorbance Array Data Point 008,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA009,Absorbance Array Data Point 009,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA010,Absorbance Array Data Point 010,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA011,Absorbance Array Data Point 011,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA012,Absorbance Array Data Point 012,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA013,Absorbance Array Data Point 013,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA014,Absorbance Array Data Point 014,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA015,Absorbance Array Data Point 015,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA016,Absorbance Array Data Point 016,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA017,Absorbance Array Data Point 017,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA018,Absorbance Array Data Point 018,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA019,Absorbance Array Data Point 019,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA020,Absorbance Array Data Point 020,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA021,Absorbance Array Data Point 021,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA022,Absorbance Array Data Point 022,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA023,Absorbance Array Data Point 023,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA024,Absorbance Array Data Point 024,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA025,Absorbance Array Data Point 025,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA026,Absorbance Array Data Point 026,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA027,Absorbance Array Data Point 027,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA028,Absorbance Array Data Point 028,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA029,Absorbance Array Data Point 029,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA030,Absorbance Array Data Point 030,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA031,Absorbance Array Data Point 031,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA032,Absorbance Array Data Point 032,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA033,Absorbance Array Data Point 033,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA034,Absorbance Array Data Point 034,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA035,Absorbance Array Data Point 035,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA036,Absorbance Array Data Point 036,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA037,Absorbance Array Data Point 037,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA038,Absorbance Array Data Point 038,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA039,Absorbance Array Data Point 039,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA040,Absorbance Array Data Point 040,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
WBXA041,Absorbance Array Data Point 041,AUXWBR_I,Audiometry – Wideband Reflectance,2015,2016,Examination,None
